t1_conf_thr	diff_thr	n_takeover	n_inject	n_t1_only	det38_t1_ppv	det38_trackA_ppv	rescue38_ppv	hurt38_ppv	net38_ppv	det38_t1_box	det38_trackA_box	rescue38_box	hurt38_box	net38_box	lr58_t1_ppv	lr58_trackA_ppv	delta_lr58_ppv	p58_t1_ppv	p58_trackA_ppv	lr58_t1_box	lr58_trackA_box	delta_lr58_box	p58_t1_box	p58_trackA_box	score
0.15	0.0	36	21	1	20	19	2	3	-1	11	22	12	1	11	9.23553909453797	8.154342060805341	-1.0811970337326287	0.002373625087872866	0.004295818222564085	1.304866582497425	12.263441103565597	10.958574521068172	0.2533261961191047	0.00046191893242630844	3.9084465965344144
0.15	0.05	36	20	2	20	19	2	3	-1	11	22	12	1	11	9.23553909453797	8.154342060805341	-1.0811970337326287	0.002373625087872866	0.004295818222564085	1.304866582497425	12.263441103565597	10.958574521068172	0.2533261961191047	0.00046191893242630844	3.9084465965344144
0.15	0.1	36	19	3	20	19	2	3	-1	11	22	12	1	11	9.23553909453797	8.154342060805341	-1.0811970337326287	0.002373625087872866	0.004295818222564085	1.304866582497425	12.263441103565597	10.958574521068172	0.2533261961191047	0.00046191893242630844	3.9084465965344144
0.2	0.15	40	13	5	20	19	2	3	-1	11	20	11	2	9	9.23553909453797	8.583122244797956	-0.652416849740014	0.002373625087872866	0.003392930911955583	1.304866582497425	8.785608339303522	7.480741756806097	0.2533261961191047	0.003036162970801004	2.9677685894615102
0.2	0.2	40	12	6	20	19	2	3	-1	11	20	11	2	9	9.23553909453797	8.583122244797956	-0.652416849740014	0.002373625087872866	0.003392930911955583	1.304866582497425	8.785608339303522	7.480741756806097	0.2533261961191047	0.003036162970801004	2.9677685894615102
0.2	0.25	40	10	8	20	19	2	3	-1	11	20	11	2	9	9.23553909453797	8.583122244797956	-0.652416849740014	0.002373625087872866	0.003392930911955583	1.304866582497425	8.785608339303522	7.480741756806097	0.2533261961191047	0.003036162970801004	2.9677685894615102
0.2	0.3	40	6	12	20	19	2	3	-1	11	20	11	2	9	9.23553909453797	8.583122244797956	-0.652416849740014	0.002373625087872866	0.003392930911955583	1.304866582497425	8.785608339303522	7.480741756806097	0.2533261961191047	0.003036162970801004	2.9677685894615102
0.05	0.0	24	33	1	20	20	2	2	0	11	23	12	0	12	9.23553909453797	7.01496441272247	-2.220574681815499	0.002373625087872866	0.008083123964008454	1.304866582497425	9.889435196050414	8.584568613552989	0.2533261961191047	0.0016623038362789666	2.925567471572748
0.05	0.05	24	32	2	20	20	2	2	0	11	23	12	0	12	9.23553909453797	7.01496441272247	-2.220574681815499	0.002373625087872866	0.008083123964008454	1.304866582497425	9.889435196050414	8.584568613552989	0.2533261961191047	0.0016623038362789666	2.925567471572748
0.05	0.1	24	31	3	20	20	2	2	0	11	23	12	0	12	9.23553909453797	7.01496441272247	-2.220574681815499	0.002373625087872866	0.008083123964008454	1.304866582497425	9.889435196050414	8.584568613552989	0.2533261961191047	0.0016623038362789666	2.925567471572748
0.2	0.0	40	17	1	20	18	2	4	-2	11	21	12	2	10	9.23553909453797	6.972298427514559	-2.2632406670234104	0.002373625087872866	0.008278110131154759	1.304866582497425	10.842084451668825	9.5372178691714	0.2533261961191047	0.000992189784115749	1.6210638002694395
0.2	0.05	40	16	2	20	18	2	4	-2	11	21	12	2	10	9.23553909453797	6.972298427514559	-2.2632406670234104	0.002373625087872866	0.008278110131154759	1.304866582497425	10.842084451668825	9.5372178691714	0.2533261961191047	0.000992189784115749	1.6210638002694395
0.2	0.1	40	15	3	20	18	2	4	-2	11	21	12	2	10	9.23553909453797	6.972298427514559	-2.2632406670234104	0.002373625087872866	0.008278110131154759	1.304866582497425	10.842084451668825	9.5372178691714	0.2533261961191047	0.000992189784115749	1.6210638002694395
0.65	0.0	50	7	1	20	14	2	8	-6	11	19	12	4	8	9.23553909453797	5.51002007245723	-3.7255190220807393	0.002373625087872866	0.0189078299107438	1.304866582497425	13.995944188497269	12.691077605999844	0.2533261961191047	0.00018320539406657677	-1.5527496205807783
0.65	0.05	50	6	2	20	14	2	8	-6	11	19	12	4	8	9.23553909453797	5.51002007245723	-3.7255190220807393	0.002373625087872866	0.0189078299107438	1.304866582497425	13.995944188497269	12.691077605999844	0.2533261961191047	0.00018320539406657677	-1.5527496205807783
